time,stapm_value,ppt_limit_fast,ppt_value_fast,ppt_limit_slow,ppt_value_slow,ppt_value_apu
22/02/2025 16:14:02,"10,315",20,"16,426",20,"16,422","16,422"
22/02/2025 16:14:03,"10,338",20,"11,374",20,"16,429","16,429"
22/02/2025 16:14:04,"10,36",20,"11,942",20,"16,364","16,364"
22/02/2025 16:14:05,"11,421",20,"19,245",20,"18,012","18,012"
22/02/2025 16:14:06,"10,4",20,"17,01",20,"16,169","16,169"
22/02/2025 16:14:07,"10,417",20,"14,896",20,"15,953","15,953"
22/02/2025 16:14:08,"10,435",20,"15,314",20,"15,806","15,806"
22/02/2025 16:14:09,"10,453",20,"17,973",20,"15,692","15,692"
22/02/2025 16:14:10,"10,473",20,"18,625",20,"15,749","15,749"
22/02/2025 16:14:11,"10,494",20,"20,798",20,"15,806","15,806"
22/02/2025 16:14:12,"10,515",20,"19,519",20,"15,887","15,887"
22/02/2025 16:14:13,"10,537",20,"13,462",20,"15,941","15,941"
22/02/2025 16:14:14,"10,562",20,"20,042",20,"16,153","16,153"
22/02/2025 16:14:15,"10,587",20,"20,532",20,"16,354","16,354"
22/02/2025 16:14:16,"10,613",20,"15,381",20,"16,548","16,548"
22/02/2025 16:14:17,"10,637",20,"18,082",20,"16,616","16,616"
22/02/2025 16:14:19,"10,657",20,"18,097",20,"16,555","16,555"
22/02/2025 16:14:20,"10,675",20,"18,671",20,"16,365","16,365"
22/02/2025 16:14:21,"10,691",20,"17,545",20,"16,118","16,118"
22/02/2025 16:14:22,"10,706",20,"20,149",20,"15,834","15,834"
22/02/2025 16:14:23,"10,722",20,"15,307",20,"15,699","15,699"
22/02/2025 16:14:24,"10,739",20,"20,135",20,"15,61","15,61"
22/02/2025 16:14:25,"10,753",20,"16,903",20,"15,425","15,425"
22/02/2025 16:14:26,"10,769",20,"8,055",20,"15,335","15,335"
22/02/2025 16:14:27,"10,785",20,"17,06",20,"15,276","15,276"
22/02/2025 16:14:28,"10,8",20,"13,391",20,"15,178","15,178"
22/02/2025 16:14:29,"10,816",20,"16,406",20,"15,156","15,156"
22/02/2025 16:14:30,"10,831",20,"12,93",20,"15,114","15,114"
22/02/2025 16:14:31,"10,849",20,"20,059",20,"15,215","15,215"
22/02/2025 16:14:32,"10,867",20,"13,026",20,"15,288","15,288"
22/02/2025 16:14:33,"10,887",20,"19,334",20,"15,421","15,421"
22/02/2025 16:14:34,"10,907",20,"18,35",20,"15,603","15,603"
22/02/2025 16:14:35,"10,929",20,"16,589",20,"15,84","15,84"
22/02/2025 16:14:36,"10,949",20,"11,293",20,"15,917","15,917"
22/02/2025 16:14:37,"10,971",20,"18,493",20,"16,143","16,143"
22/02/2025 16:14:38,"10,994",20,"20,27",20,"16,318","16,318"
22/02/2025 16:14:39,"11,017",20,"16,629",20,"16,439","16,439"
22/02/2025 16:14:40,"11,039",20,"13,44",20,"16,504","16,504"
22/02/2025 16:14:41,"12,064",20,"17,566",20,"18,001","18,001"
22/02/2025 16:14:42,"11,08",20,"20,22",20,"16,511","16,511"
22/02/2025 16:14:43,"11,1",20,"12,721",20,"16,503","16,503"
22/02/2025 16:14:44,"11,122",20,"14,912",20,"16,551","16,551"
22/02/2025 16:14:45,"11,138",20,"18,365",20,"16,359","16,359"
22/02/2025 16:14:46,"11,156",20,"15,679",20,"16,284","16,284"
22/02/2025 16:14:47,"11,173",20,"19,201",20,"16,195","16,195"
22/02/2025 16:14:48,"11,19",20,"18,258",20,"16,106","16,106"
22/02/2025 16:14:50,"11,207",20,"17,194",20,"16,038","16,038"
22/02/2025 16:14:51,"11,22",20,"18,06",20,"15,801","15,801"
22/02/2025 16:14:52,"11,235",20,"20,745",20,"15,74","15,74"
22/02/2025 16:14:53,"11,257",20,"19,473",20,"15,994","15,994"
22/02/2025 16:14:54,"11,277",20,"15,956",20,"16,141","16,141"
22/02/2025 16:14:55,"11,3",20,"13,556",20,"16,351","16,351"
22/02/2025 16:14:56,"11,324",20,"19,885",20,"16,606","16,606"
22/02/2025 16:14:57,"11,345",20,"16,723",20,"16,669","16,669"
22/02/2025 16:14:58,"11,366",20,"18,829",20,"16,695","16,695"
22/02/2025 16:14:59,"11,387",20,"16,819",20,"16,713","16,713"
22/02/2025 16:15:00,"11,406",20,"17,916",20,"16,666","16,666"
22/02/2025 16:15:01,"11,426",20,"21,822",20,"16,698","16,698"
22/02/2025 16:15:02,"11,448",20,"20,607",20,"16,813","16,813"
22/02/2025 16:15:03,"12,615",20,"21,027",20,"18,511","18,511"
22/02/2025 16:15:04,"11,489",20,"19,676",20,"16,872","16,872"
22/02/2025 16:15:05,"11,508",20,"16,379",20,"16,835","16,835"
22/02/2025 16:15:06,"11,528",20,"17,459",20,"16,804","16,804"
22/02/2025 16:15:07,"11,548",20,"18,019",20,"16,821","16,821"
22/02/2025 16:15:08,"11,566",20,"15,408",20,"16,74","16,74"
22/02/2025 16:15:09,"11,586",20,"18,884",20,"16,725","16,725"
22/02/2025 16:15:10,"11,604",20,"13,727",20,"16,664","16,664"
22/02/2025 16:15:11,"11,624",20,"17,903",20,"16,693","16,693"
22/02/2025 16:15:12,"11,643",20,"16,221",20,"16,69","16,69"
22/02/2025 16:15:13,"12,828",20,"20,249",20,"18,329","18,329"
22/02/2025 16:15:14,"11,681",20,"10,055",20,"16,645","16,645"
22/02/2025 16:15:15,"12,87",20,"20,86",20,"18,383","18,383"
22/02/2025 16:15:16,"11,72",20,"15,674",20,"16,789","16,789"
22/02/2025 16:15:18,"11,74",20,"16,624",20,"16,845","16,845"
22/02/2025 16:15:19,"11,76",20,"16,385",20,"16,906","16,906"
22/02/2025 16:15:20,"11,778",20,"15,99",20,"16,857","16,857"
22/02/2025 16:15:21,"11,797",20,"18,476",20,"16,865","16,865"
22/02/2025 16:15:22,"11,817",20,"19,632",20,"16,897","16,897"
22/02/2025 16:15:23,"11,835",20,"15,917",20,"16,816","16,816"
22/02/2025 16:15:24,"11,851",20,"15,728",20,"16,697","16,697"
22/02/2025 16:15:25,"11,868",20,"18,504",20,"16,619","16,619"
22/02/2025 16:15:26,"11,886",20,"17,866",20,"16,629","16,629"
22/02/2025 16:15:27,"11,906",20,"19,316",20,"16,694","16,694"
22/02/2025 16:15:28,"11,925",20,"12,866",20,"16,735","16,735"
22/02/2025 16:15:29,"11,942",20,"16,978",20,"16,699","16,699"
22/02/2025 16:15:30,"11,959",20,"17,685",20,"16,654","16,654"
22/02/2025 16:15:31,"11,976",20,"16,377",20,"16,649","16,649"
22/02/2025 16:15:32,"11,993",20,"16,189",20,"16,633","16,633"
22/02/2025 16:15:33,"12,011",20,"14,201",20,"16,678","16,678"
22/02/2025 16:15:34,"12,029",20,"19,111",20,"16,739","16,739"
22/02/2025 16:15:35,"12,047",20,"14,67",20,"16,713","16,713"
22/02/2025 16:15:36,"13,271",20,"18,777",20,"18,409","18,409"
22/02/2025 16:15:37,"12,084",20,"20,647",20,"16,817","16,817"
22/02/2025 16:15:38,"12,102",20,"19,31",20,"16,831","16,831"
22/02/2025 16:15:39,"12,12",20,"20,909",20,"16,844","16,844"
22/02/2025 16:15:40,"12,134",20,"16,694",20,"16,637","16,637"
22/02/2025 16:15:41,"12,151",20,"19,003",20,"16,66","16,66"
22/02/2025 16:15:42,"12,17",20,"20,305",20,"16,732","16,732"
22/02/2025 16:15:43,"12,186",20,"12,133",20,"16,662","16,662"
22/02/2025 16:15:44,"13,426",20,"22,281",20,"18,445","18,445"
22/02/2025 16:15:46,"12,227",20,"19,308",20,"16,994","16,994"
22/02/2025 16:15:47,"12,248",20,"20,394",20,"17,173","17,173"
22/02/2025 16:15:48,"12,266",20,"20,15",20,"17,148","17,148"
22/02/2025 16:15:49,"13,512",20,"18,872",20,"18,862","18,862"
22/02/2025 16:15:50,"12,304",20,"19,895",20,"17,231","17,231"
22/02/2025 16:15:51,"12,323",20,"17,67",20,"17,243","17,243"
22/02/2025 16:15:52,"12,338",20,"18,302",20,"17,087","17,087"
22/02/2025 16:15:53,"12,346",15,"16,337",15,"14,859","16,606"
22/02/2025 16:15:54,"12,365",20,"17,521",20,"15,267","16,672"
22/02/2025 16:15:55,"12,381",20,"19,18",20,"15,557","16,699"
22/02/2025 16:15:56,"12,398",20,"16,391",20,"15,794","16,722"
22/02/2025 16:15:57,"12,416",20,"17,692",20,"16,015","16,769"
22/02/2025 16:15:58,"12,433",20,"22,839",20,"16,162","16,775"
22/02/2025 16:15:59,"12,447",20,"17,28",20,"16,169","16,669"
22/02/2025 16:16:00,"12,461",20,"18,825",20,"16,155","16,561"
22/02/2025 16:16:01,"12,478",20,"14,052",20,"16,301","16,631"
22/02/2025 16:16:02,"12,495",20,"16,459",20,"16,453","16,721"
22/02/2025 16:16:03,"12,509",20,"16,403",20,"16,429","16,647"
22/02/2025 16:16:04,"12,523",20,"20,094",20,"16,41","16,587"
22/02/2025 16:16:05,"12,535",20,"17,452",20,"16,328","16,473"
22/02/2025 16:16:06,"12,551",20,"19,993",20,"16,414","16,532"
22/02/2025 16:16:07,"12,568",20,"19,941",20,"16,534","16,629"
22/02/2025 16:16:08,"12,587",20,"15,604",20,"16,737","16,814"
22/02/2025 16:16:09,"12,605",20,"14,958",20,"16,854","16,917"
22/02/2025 16:16:10,"12,621",20,"19,6",20,"16,841","16,892"
22/02/2025 16:16:12,"12,639",20,"18,644",20,"16,93","16,972"
22/02/2025 16:16:13,"12,656",20,"17,914",20,"16,982","17,016"
22/02/2025 16:16:14,"12,672",20,"17,847",20,"16,968","16,995"
22/02/2025 16:16:15,"12,689",20,"18,812",20,"16,955","16,978"
22/02/2025 16:16:16,"12,702",20,"20,284",20,"16,805","16,823"
22/02/2025 16:16:17,"12,718",20,"11,224",20,"16,822","16,837"
22/02/2025 16:16:18,"14,009",20,"17,083",20,"18,638","18,652"
22/02/2025 16:16:19,"12,752",20,"18,361",20,"16,995","17,005"
22/02/2025 16:16:20,"12,768",20,"17,287",20,"16,981","16,989"
22/02/2025 16:16:21,"14,061",20,"16,84",20,"18,663","18,67"
22/02/2025 16:16:22,"12,797",20,"15,354",20,"16,878","16,883"
22/02/2025 16:16:23,"12,812",20,"15,376",20,"16,903","16,907"
22/02/2025 16:16:24,"12,827",20,"19,045",20,"16,875","16,878"
22/02/2025 16:16:25,"12,84",20,"18,651",20,"16,762","16,764"
22/02/2025 16:16:26,"12,856",20,"19,16",20,"16,857","16,859"
22/02/2025 16:16:27,"12,874",20,"19,941",20,"16,986","16,988"
22/02/2025 16:16:28,"12,891",20,"22,186",20,"17,053","17,055"
22/02/2025 16:16:29,"12,909",20,"19,474",20,"17,175","17,176"
22/02/2025 16:16:30,"12,917",20,"16,857",20,"16,743","16,744"
22/02/2025 16:16:31,"12,927",20,"20,183",20,"16,557","16,557"
22/02/2025 16:16:32,"12,944",20,"16,85",20,"16,708","16,709"
22/02/2025 16:16:33,"12,963",20,"19,728",20,"16,916","16,917"
22/02/2025 16:16:34,"12,981",20,"22,914",20,"17,075","17,075"
22/02/2025 16:16:35,13,20,"18,897",20,"17,242","17,242"
22/02/2025 16:16:36,"13,017",20,"16,088",20,"17,335","17,335"
22/02/2025 16:16:37,"14,219",20,"22,245",20,"18,969","18,969"
22/02/2025 16:16:39,"13,056",20,"18,947",20,"17,641","17,641"
22/02/2025 16:16:40,"13,073",20,"17,3",20,"17,642","17,642"
22/02/2025 16:16:41,"13,092",20,"21,606",20,"17,734","17,735"
22/02/2025 16:16:42,"13,109",20,"20,286",20,"17,712","17,712"
22/02/2025 16:16:43,"13,125",20,"14,741",20,"17,644","17,644"
22/02/2025 16:16:44,"13,142",20,"17,564",20,"17,683","17,683"
22/02/2025 16:16:45,"13,159",20,"11,644",20,"17,639","17,639"
22/02/2025 16:16:46,"13,175",20,"11,401",20,"17,617","17,617"
22/02/2025 16:16:47,"13,192",20,"19,619",20,"17,594","17,594"
22/02/2025 16:16:48,"13,209",20,"15,728",20,"17,587","17,587"
22/02/2025 16:16:49,"13,225",20,"17,928",20,"17,588","17,588"
22/02/2025 16:16:50,"13,244",20,"19,508",20,"17,671","17,671"
22/02/2025 16:16:51,"13,26",20,"19,034",20,"17,64","17,64"
22/02/2025 16:16:52,"13,277",20,"21,589",20,"17,728","17,728"
22/02/2025 16:16:53,"13,294",20,"19,68",20,"17,764","17,764"
22/02/2025 16:16:54,"13,311",20,"14,366",20,"17,743","17,743"
22/02/2025 16:16:55,"14,659",20,"18,312",20,"19,476","19,476"
22/02/2025 16:16:56,"13,343",20,"15,753",20,"17,734","17,734"
22/02/2025 16:16:57,"13,36",20,"21,829",20,"17,76","17,76"
22/02/2025 16:16:58,"13,377",20,"19,749",20,"17,789","17,789"
22/02/2025 16:16:59,"13,393",20,"20,491",20,"17,762","17,762"
22/02/2025 16:17:00,"13,406",20,"20,108",20,"17,575","17,575"
22/02/2025 16:17:01,"13,417",20,"11,687",20,"17,372","17,372"
22/02/2025 16:17:02,"13,432",20,"19,797",20,"17,347","17,347"
22/02/2025 16:17:03,"13,447",20,"12,494",20,"17,356","17,356"
22/02/2025 16:17:04,"13,463",20,"17,236",20,"17,419","17,419"
22/02/2025 16:17:05,"14,821",20,"16,923",20,"18,922","18,922"
22/02/2025 16:17:07,"13,487",20,"21,125",20,"17,171","17,171"
22/02/2025 16:17:08,"13,5",20,"18,417",20,"17,086","17,086"
22/02/2025 16:17:09,"13,51",20,"18,009",20,"16,913","16,913"
22/02/2025 16:17:10,"13,522",20,"19,869",20,"16,873","16,873"
22/02/2025 16:17:11,"13,533",20,"20,497",20,"16,811","16,811"
22/02/2025 16:17:12,"13,542",20,"18,498",20,"16,689","16,689"
22/02/2025 16:17:13,"13,55",20,"11,637",20,"16,51","16,51"
22/02/2025 16:17:14,"13,557",20,"16,858",20,"16,328","16,328"
22/02/2025 16:17:15,"13,563",20,"19,946",20,"16,159","16,159"
22/02/2025 16:17:16,"13,573",20,"18,012",20,"16,177","16,177"
22/02/2025 16:17:17,"13,58",20,"20,593",20,"16,035","16,035"
22/02/2025 16:17:18,"13,588",20,"19,8",20,"15,964","15,964"
22/02/2025 16:17:19,"13,597",20,"12,887",20,"16,019","16,019"
22/02/2025 16:17:20,"13,604",20,"19,313",20,"15,918","15,918"
22/02/2025 16:17:21,"13,61",20,"16,92",20,"15,756","15,756"
22/02/2025 16:17:22,"13,617",20,"20,402",20,"15,74","15,74"
22/02/2025 16:17:23,"13,625",20,"15,551",20,"15,731","15,731"
22/02/2025 16:17:24,"13,632",20,"10,672",20,"15,675","15,675"
22/02/2025 16:17:25,"13,639",20,"14,613",20,"15,663","15,663"
22/02/2025 16:17:26,"13,646",20,"13,541",20,"15,604","15,604"
22/02/2025 16:17:27,"13,651",20,"16,222",20,"15,522","15,522"
22/02/2025 16:17:28,"13,658",20,"18,948",20,"15,524","15,524"
22/02/2025 16:17:29,"13,666",20,"16,701",20,"15,552","15,552"
22/02/2025 16:17:30,"13,674",20,"19,036",20,"15,624","15,624"
22/02/2025 16:17:31,"13,684",20,"11,912",20,"15,736","15,736"
22/02/2025 16:17:32,"13,691",20,"16,764",20,"15,707","15,707"
22/02/2025 16:17:33,"13,699",20,"18,502",20,"15,718","15,718"
22/02/2025 16:17:34,"13,706",20,"18,102",20,"15,656","15,656"
22/02/2025 16:17:35,"13,713",20,"16,361",20,"15,638","15,638"
22/02/2025 16:17:36,"13,72",20,"20,812",20,"15,62","15,62"
22/02/2025 16:17:37,"13,726",20,"18,609",20,"15,558","15,558"
22/02/2025 16:17:38,"13,737",20,"17,484",20,"15,763","15,763"
22/02/2025 16:17:40,"13,749",20,"19,093",20,"15,932","15,932"
22/02/2025 16:17:41,"13,756",20,"12,144",20,"15,893","15,893"
22/02/2025 16:17:42,"13,766",20,"16,64",20,"15,947","15,947"
22/02/2025 16:17:43,"13,778",20,"16,22",20,"16,125","16,125"
22/02/2025 16:17:44,"13,789",20,"18,065",20,"16,266","16,266"
22/02/2025 16:17:45,"13,799",20,"11,882",20,"16,311","16,311"
22/02/2025 16:17:46,"13,81",20,"12,199",20,"16,441","16,441"
22/02/2025 16:17:47,"15,203",20,"18,448",20,"18,144","18,144"
22/02/2025 16:17:48,"13,833",20,"17,107",20,"16,604","16,604"
22/02/2025 16:17:49,"13,845",20,"18,46",20,"16,711","16,711"
22/02/2025 16:17:50,"13,855",20,"15,53",20,"16,684","16,684"
22/02/2025 16:17:51,"15,251",20,"21,869",20,"18,292","16,629"
22/02/2025 16:17:52,"13,876",20,"22,519",20,"16,665","16,665"
22/02/2025 16:17:53,"13,887",20,"19,138",20,"16,722","16,722"
22/02/2025 16:17:54,"13,898",20,"17,288",20,"16,756","16,756"
22/02/2025 16:17:55,"13,91",20,"19,754",20,"16,795","16,795"
22/02/2025 16:17:56,"13,919",20,"11,345",20,"16,688","16,688"
22/02/2025 16:17:57,"13,927",20,"15,387",20,"16,574","16,574"
22/02/2025 16:17:58,"13,934",20,"11,369",20,"16,449","16,449"
22/02/2025 16:17:59,"13,943",20,"12,597",20,"16,383","16,383"
22/02/2025 16:18:00,"13,95",20,"15,027",20,"16,303","16,303"
22/02/2025 16:18:01,"13,958",20,"17,814",20,"16,217","16,217"
22/02/2025 16:18:02,"13,966",20,"16,032",20,"16,171","16,171"
22/02/2025 16:18:03,"13,974",20,"14,344",20,"16,15","16,15"
22/02/2025 16:18:04,"13,982",20,"20,583",20,"16,121","16,121"
22/02/2025 16:18:05,"13,993",20,"20,304",20,"16,258","16,258"
22/02/2025 16:18:06,"14,003",20,"18,006",20,"16,314","16,314"
22/02/2025 16:18:07,"14,012",20,"15,176",20,"16,354","16,354"
22/02/2025 16:18:09,"14,021",20,"13,928",20,"16,347","16,347"
22/02/2025 16:18:10,"14,03",20,"17,396",20,"16,329","16,329"
22/02/2025 16:18:11,"14,04",20,"13,158",20,"16,409","16,409"
22/02/2025 16:18:12,"14,048",20,"10,793",20,"16,409","16,409"
22/02/2025 16:18:13,"14,057",20,"17,804",20,"16,442","16,442"
22/02/2025 16:18:14,"14,065",20,"20,956",20,"16,386","16,386"
22/02/2025 16:18:15,"14,071",20,"16,854",20,"16,297","16,297"
22/02/2025 16:18:16,"14,078",20,"17,488",20,"16,224","16,224"
22/02/2025 16:18:17,"14,085",20,"19,916",20,"16,197","16,197"
22/02/2025 16:18:18,"14,094",20,"18,984",20,"16,259","16,259"
22/02/2025 16:18:19,"14,104",20,"21,57",20,"16,377","16,377"
22/02/2025 16:18:20,"14,114",20,"18,722",20,"16,453","16,453"
22/02/2025 16:18:21,"14,124",20,"19,468",20,"16,514","16,514"
22/02/2025 16:18:22,"14,133",20,"16,596",20,"16,529","16,529"
22/02/2025 16:18:23,"14,14",20,"15,479",20,"16,432","16,432"
22/02/2025 16:18:24,"14,149",20,"17,324",20,"16,464","16,464"
22/02/2025 16:18:25,"14,156",20,"18,059",20,"16,388","16,388"
22/02/2025 16:18:26,"14,163",20,"15,327",20,"16,294","16,294"
22/02/2025 16:18:27,"14,169",20,"14,635",20,"16,233","16,233"
22/02/2025 16:18:28,"14,18",20,"19,215",20,"16,403","16,403"
22/02/2025 16:18:29,"14,193",20,"15,86",20,"16,593","16,593"
22/02/2025 16:18:30,"14,201",20,"19,383",20,"16,543","16,543"
22/02/2025 16:18:31,"14,208",20,"17,195",20,"16,459","16,459"
22/02/2025 16:18:32,"14,214",20,"12,536",20,"16,309","16,309"
22/02/2025 16:18:33,"14,22",20,"15,648",20,"16,204","16,204"
22/02/2025 16:18:34,"14,225",20,"9,329",20,"16,107","16,107"
22/02/2025 16:18:35,"14,23",20,"13,143",20,"15,986","15,986"
22/02/2025 16:18:36,"14,234",20,"13,372",20,"15,862","15,862"
22/02/2025 16:18:38,"14,239",20,"13,08",20,"15,766","15,766"
22/02/2025 16:18:39,"14,243",20,"17,164",20,"15,696","15,696"
22/02/2025 16:18:40,"14,247",20,"17,428",20,"15,587","15,587"
22/02/2025 16:18:41,"14,251",20,"13,379",20,"15,539","15,539"
22/02/2025 16:18:42,"14,255",20,"18,1",20,"15,484","15,484"
22/02/2025 16:18:43,"14,259",20,"20,785",20,"15,441","15,441"
22/02/2025 16:18:44,"14,263",20,"6,072",20,"15,365","15,365"
22/02/2025 16:18:45,"14,266",20,"21,179",20,"15,326","15,326"
22/02/2025 16:18:46,"15,699",20,"19,492",20,"16,933","16,933"
22/02/2025 16:18:47,"14,281",20,"20,373",20,"15,614","15,614"
22/02/2025 16:18:48,"14,292",20,"16,841",20,"15,887","15,887"
22/02/2025 16:18:49,"14,304",20,"12,009",20,"16,178","16,178"
22/02/2025 16:18:50,"14,312",20,"12,278",20,"16,257","16,257"
22/02/2025 16:18:51,"14,317",20,"19,671",20,"16,176","16,176"
22/02/2025 16:18:52,"14,326",20,"20,965",20,"16,276","16,276"
22/02/2025 16:18:53,"14,332",20,"15,681",20,"16,225","16,225"
22/02/2025 16:18:54,"14,336",20,"13,532",20,"16,105","16,105"
22/02/2025 16:18:55,"14,342",20,"16,462",20,"16,089","16,089"
22/02/2025 16:18:56,"14,348",20,"20,193",20,"16,081","16,081"
22/02/2025 16:18:57,"14,354",20,"14,603",20,"16,076","16,076"
22/02/2025 16:18:58,"14,363",20,"19,648",20,"16,223","16,223"
22/02/2025 16:18:59,"14,373",20,"20,106",20,"16,406","16,406"
22/02/2025 16:19:00,"14,383",20,"14,82",20,"16,498","16,498"
22/02/2025 16:19:01,"14,393",20,"17,275",20,"16,61","16,61"
22/02/2025 16:19:02,"14,403",20,"19,077",20,"16,695","16,695"
22/02/2025 16:19:03,"15,854",20,"18,875",20,"18,451","18,451"
22/02/2025 16:19:04,"14,418",20,"12,531",20,"16,615","16,615"
22/02/2025 16:19:05,"14,423",20,"16,334",20,"16,459","16,459"
22/02/2025 16:19:06,"14,429",20,"20,142",20,"16,361","16,361"
22/02/2025 16:19:08,"14,438",20,"20,304",20,"16,436","16,436"
22/02/2025 16:19:09,"14,448",20,"22,554",20,"16,584","16,584"
22/02/2025 16:19:10,"14,46",20,"18,387",20,"16,758","16,758"
22/02/2025 16:19:11,"14,47",20,"20,023",20,"16,853","16,853"
22/02/2025 16:19:12,"14,481",20,"19,239",20,"16,941","16,941"
22/02/2025 16:19:13,"14,493",20,"21,947",20,"17,065","17,065"
22/02/2025 16:19:14,"14,506",20,"20,481",20,"17,231","17,231"
22/02/2025 16:19:15,"15,97",20,"17,49",20,"19,007","19,007"
22/02/2025 16:19:16,"14,531",20,"18,983",20,"17,39","17,39"
22/02/2025 16:19:17,"14,544",20,"16,951",20,"17,476","17,476"
22/02/2025 16:19:18,"14,556",20,"19,706",20,"17,54","17,54"
22/02/2025 16:19:19,"14,569",20,"13,951",20,"17,605","17,605"
22/02/2025 16:19:20,"14,574",20,"14,504",20,"17,315","17,315"
22/02/2025 16:19:21,"14,579",20,"18,637",20,"17,069","17,069"
22/02/2025 16:19:22,"14,591",20,"19,186",20,"17,231","17,231"
22/02/2025 16:19:23,"14,601",20,"19,576",20,"17,278","17,278"
22/02/2025 16:19:24,"14,613",20,"11,358",20,"17,35","17,35"
22/02/2025 16:19:25,"14,623",20,"16,942",20,"17,347","17,347"
22/02/2025 16:19:26,"14,633",20,"20,073",20,"17,358","17,358"
22/02/2025 16:19:27,"14,645",20,"18,021",20,"17,467","17,467"
22/02/2025 16:19:28,"16,123",20,"22,439",20,"19,326","19,326"
22/02/2025 16:19:29,"14,669",20,"23,334",20,"17,624","17,624"
22/02/2025 16:19:30,"14,68",20,"22,973",20,"17,609","17,609"
22/02/2025 16:19:31,"14,69",20,"22,199",20,"17,576","17,576"
22/02/2025 16:19:32,"14,702",20,"13,853",20,"17,605","17,605"
22/02/2025 16:19:33,"14,714",20,"16,561",20,"17,666","17,666"
22/02/2025 16:19:34,"14,724",20,"21,612",20,"17,623","17,623"
22/02/2025 16:19:35,"14,734",20,"18,807",20,"17,573","17,573"
22/02/2025 16:19:37,"14,745",20,"20,628",20,"17,578","17,578"
22/02/2025 16:19:38,"14,756",20,"23,091",20,"17,582","17,582"
22/02/2025 16:19:39,"14,763",20,"18,71",20,"17,382","17,382"
22/02/2025 16:19:40,"14,772",20,"20,088",20,"17,337","17,337"
22/02/2025 16:19:41,"14,776",20,"18,173",20,"17,045","17,045"
22/02/2025 16:19:42,"14,78",20,"16,787",20,"16,792","16,792"
22/02/2025 16:19:43,"14,783",20,"16,196",20,"16,553","16,553"
22/02/2025 16:19:44,"14,785",20,"16,788",20,"16,31","16,31"
22/02/2025 16:19:45,"14,788",20,"17,997",20,"16,185","16,185"
22/02/2025 16:19:46,"14,792",20,"19,479",20,"16,079","16,079"
22/02/2025 16:19:47,"14,795",20,"18,006",20,"15,986","15,986"
22/02/2025 16:19:48,"14,799",20,"17,19",20,"15,955","15,955"
22/02/2025 16:19:49,"14,802",20,"18,202",20,"15,867","15,867"
22/02/2025 16:19:50,"14,801",20,"14,235",20,"15,585","15,585"
22/02/2025 16:19:51,"14,801",20,"18,039",20,"15,401","15,401"
22/02/2025 16:19:52,"14,803",20,"19,637",20,"15,378","15,378"
22/02/2025 16:19:53,"14,806",20,"19,118",20,"15,387","15,387"
22/02/2025 16:19:54,"16,29",20,"18,391",20,"16,949","16,949"
22/02/2025 16:19:55,"14,81",20,"11,9",20,"15,328","15,328"
22/02/2025 16:19:56,"14,812",20,"15,633",20,"15,337","15,337"
22/02/2025 16:19:57,"14,814",20,"10,822",20,"15,321","15,321"
22/02/2025 16:19:58,"14,816",20,"12,676",20,"15,265","15,265"
22/02/2025 16:19:59,"14,818",20,"10,924",20,"15,256","15,256"
22/02/2025 16:20:00,"14,819",20,"19,307",20,"15,205","15,205"
22/02/2025 16:20:01,"14,819",20,"13,294",20,"15,137","15,137"
22/02/2025 16:20:02,"14,821",20,"16,729",20,"15,177","15,177"
22/02/2025 16:20:03,"14,823",20,"15,447",20,"15,24","15,24"
22/02/2025 16:20:04,"14,825",20,"12,048",20,"15,294","15,294"
22/02/2025 16:20:05,"14,826",20,"16,98",20,"15,274","15,274"
22/02/2025 16:20:06,"14,828",20,"16,922",20,"15,308","15,308"
22/02/2025 16:20:08,"14,831",20,"18,525",20,"15,38","15,38"
22/02/2025 16:20:09,"16,319",20,"20,864",20,"17,077","17,077"
22/02/2025 16:20:10,"14,838",20,"14,848",20,"15,53","15,53"
22/02/2025 16:20:11,"14,84",20,"21,031",20,"15,551","15,551"
22/02/2025 16:20:12,"14,842",20,"10,018",20,"15,519","15,519"
22/02/2025 16:20:13,"14,843",20,"16,48",20,"15,451","15,451"
22/02/2025 16:20:14,"14,845",20,"19,912",20,"15,487","15,487"
22/02/2025 16:20:15,"14,846",20,"15,486",20,"15,445","15,445"
22/02/2025 16:20:16,"14,848",20,"16,204",20,"15,416","15,416"
22/02/2025 16:20:17,"14,85",20,"18,23",20,"15,472","15,472"
22/02/2025 16:20:18,"14,853",20,"18,542",20,"15,49","15,49"
22/02/2025 16:20:19,"14,854",20,"17,363",20,"15,462","15,462"
22/02/2025 16:20:20,"14,856",20,"15,776",20,"15,457","15,457"
22/02/2025 16:20:21,"16,346",20,"21,556",20,"17,105","17,105"
22/02/2025 16:20:22,"16,349",20,"19,715",20,"17,142","17,142"
22/02/2025 16:20:23,"14,867",20,"16,022",20,"15,671","15,671"
22/02/2025 16:20:24,"14,869",20,"19,139",20,"15,685","15,685"
22/02/2025 16:20:25,"14,871",20,"11,711",20,"15,598","15,598"
22/02/2025 16:20:26,"14,871",20,"13,815",20,"15,525","15,525"
22/02/2025 16:20:27,"16,359",20,"16,508",20,"16,981","16,981"
22/02/2025 16:20:28,"14,874",20,"18,202",20,"15,456","15,456"
22/02/2025 16:20:29,"14,877",20,"17,309",20,"15,494","15,494"
22/02/2025 16:20:30,"14,877",20,"17,269",20,"15,402","15,402"
