time,stapm_value,ppt_limit_fast,ppt_value_fast,ppt_limit_slow,ppt_value_slow,ppt_value_apu
22/02/2025 16:07:34,"2,62",20,"1,808",20,"3,038","3,047"
22/02/2025 16:07:35,"2,62",20,"1,735",20,"2,983","2,993"
22/02/2025 16:07:36,"2,619",20,"1,738",20,"2,952","2,962"
22/02/2025 16:07:37,"2,619",20,"1,762",20,"2,918","2,928"
22/02/2025 16:07:39,"2,618",20,"1,743",20,"2,886","2,896"
22/02/2025 16:07:40,"2,618",20,"1,738",20,"2,853","2,862"
22/02/2025 16:07:41,"2,617",20,"1,685",20,"2,814","2,823"
22/02/2025 16:07:42,"2,617",20,"1,804",20,"2,796","2,806"
22/02/2025 16:07:43,"2,617",20,"2,049",20,"2,782","2,792"
22/02/2025 16:07:44,"2,617",20,"2,138",20,"2,772","2,782"
22/02/2025 16:07:45,"2,617",20,"6,471",20,"2,782","2,791"
22/02/2025 16:07:46,"2,615",20,"4,271",20,"2,653","2,661"
22/02/2025 16:07:47,"2,613",20,"5,436",20,"2,541","2,548"
22/02/2025 16:07:48,"2,611",20,"5,173",20,"2,45","2,455"
22/02/2025 16:07:49,"2,609",20,"5,224",20,"2,38","2,385"
22/02/2025 16:07:50,"2,607",20,"5,524",20,"2,345","2,349"
22/02/2025 16:07:51,"2,603",20,"5,183",20,"2,19","2,193"
22/02/2025 16:07:52,"2,598",20,"5,433",20,"2,022","2,025"
22/02/2025 16:07:53,"2,593",20,"3,843",20,"1,882","1,884"
22/02/2025 16:07:54,"2,59",20,"3,647",20,"1,852","1,853"
22/02/2025 16:07:55,"2,586",20,"5,017",20,"1,779","1,781"
22/02/2025 16:07:56,"2,582",20,"3,938",20,"1,728","1,73"
22/02/2025 16:07:57,"2,578",20,"5,909",20,"1,673","1,674"
22/02/2025 16:07:58,"2,573",20,"6,246",20,"1,619","1,62"
22/02/2025 16:07:59,"2,569",20,"6,791",20,"1,564","1,565"
22/02/2025 16:08:00,"2,565",20,"4,181",20,"1,543","1,543"
22/02/2025 16:08:01,"2,561",20,"6,08",20,"1,524","1,524"
22/02/2025 16:08:02,"2,556",20,"5,507",20,"1,489","1,49"
22/02/2025 16:08:03,"2,553",20,"4,28",20,"1,5","1,5"
22/02/2025 16:08:04,"2,552",20,"3,599",20,"1,641","1,642"
22/02/2025 16:08:05,"2,548",20,"5,097",20,"1,595","1,595"
22/02/2025 16:08:06,"2,547",20,"7,874",20,"1,739","1,739"
22/02/2025 16:08:07,"2,553",20,"5,827",20,"2,172","2,172"
22/02/2025 16:08:08,"2,553",20,"5,3",20,"2,222","2,222"
22/02/2025 16:08:09,"2,571",20,"3,639",20,"3,162","3,162"
22/02/2025 16:08:10,"2,568",20,"3,054",20,"2,91","2,91"
22/02/2025 16:08:11,"2,563",20,"2,262",20,"2,595","2,596"
22/02/2025 16:08:12,"2,584",20,"14,208",20,"3,697","3,698"
22/02/2025 16:08:13,"2,587",20,"2,911",20,"3,66","3,66"
22/02/2025 16:08:14,"2,597",20,"7,887",20,"3,945","3,945"
22/02/2025 16:08:16,"2,606",20,"7,007",20,"4,155","4,155"
22/02/2025 16:08:17,"2,618",20,"9,139",20,"4,449","4,449"
22/02/2025 16:08:18,"2,629",20,"7,426",20,"4,704","4,704"
22/02/2025 16:08:19,"2,651",20,"17,68",20,"5,415","5,415"
22/02/2025 16:08:20,"2,66",20,"3,851",20,"5,357","5,357"
22/02/2025 16:08:21,"2,656",20,"2,48",20,"4,634","4,634"
22/02/2025 16:08:22,"2,651",20,"3,365",20,"4,039","4,039"
22/02/2025 16:08:23,"2,648",20,"4,503",20,"3,633","3,633"
22/02/2025 16:08:24,"2,644",20,"5,276",20,"3,244","3,244"
22/02/2025 16:08:25,"2,641",20,"2,215",20,"2,96","2,96"
22/02/2025 16:08:26,"2,636",20,"3,142",20,"2,671","2,671"
22/02/2025 16:08:27,"2,631",20,"2,379",20,"2,423","2,423"
22/02/2025 16:08:28,"2,627",20,"4,926",20,"2,228","2,228"
22/02/2025 16:08:29,"2,622",20,"2,878",20,"2,074","2,074"
22/02/2025 16:08:30,"2,618",20,"2,472",20,"1,98","1,98"
22/02/2025 16:08:31,"2,613",20,"2,134",20,"1,866","1,866"
22/02/2025 16:08:32,"2,609",20,"4,587",20,"1,771","1,771"
22/02/2025 16:08:33,"2,604",20,"2,729",20,"1,697","1,697"
22/02/2025 16:08:34,"2,6",20,"5,644",20,"1,666","1,666"
22/02/2025 16:08:35,"2,598",20,"3,758",20,"1,738","1,738"
22/02/2025 16:08:36,"2,594",20,"3,071",20,"1,711","1,711"
22/02/2025 16:08:37,"2,599",20,"10,603",20,"2,145","2,145"
22/02/2025 16:08:38,"2,627",20,"11,545",20,"3,605","3,605"
22/02/2025 16:08:39,"2,646",20,"8,852",20,"4,379","4,379"
22/02/2025 16:08:40,"2,667",20,"16,011",20,"5,149","5,149"
22/02/2025 16:08:41,"2,69",20,"10,447",20,"5,849","5,849"
22/02/2025 16:08:42,"2,711",20,"12,752",20,"6,329","6,329"
22/02/2025 16:08:43,"2,73",20,"10,529",20,"6,661","6,661"
22/02/2025 16:08:44,"2,75",20,"11,896",20,"6,929","6,929"
22/02/2025 16:08:45,"2,769",20,"11,78",20,"7,146","7,146"
22/02/2025 16:08:46,"2,788",20,"10,351",20,"7,273","7,273"
22/02/2025 16:08:47,"2,821",20,"15,688",20,"8,073","8,073"
22/02/2025 16:08:48,"2,854",20,"13,509",20,"8,744","8,744"
22/02/2025 16:08:49,"2,892",15,"13,952",15,"9,562","9,562"
22/02/2025 16:08:50,"2,932",20,"17,31",20,"10,26","10,26"
22/02/2025 16:08:51,"2,967",20,"18,217",20,"10,66","10,66"
22/02/2025 16:08:52,"3,004",20,"14,033",20,"11,094","11,094"
22/02/2025 16:08:53,"3,041",20,"16,717",20,"11,452","11,452"
22/02/2025 16:08:54,"3,074",20,"16,781",20,"11,575","11,575"
22/02/2025 16:08:56,"3,103",20,"10,705",20,"11,473","11,473"
22/02/2025 16:08:57,"3,126",20,"7,778",20,"11,143","11,143"
22/02/2025 16:08:58,"3,143",20,"8,907",20,"10,582","10,582"
22/02/2025 16:08:59,"3,16",20,"7,763",20,"10,113","10,113"
22/02/2025 16:09:00,"3,176",20,"10,33",20,"9,717","9,717"
22/02/2025 16:09:01,"3,197",20,"9,746",20,"9,59","9,59"
22/02/2025 16:09:02,"3,208",20,"11,644",20,"9,052","9,052"
22/02/2025 16:09:03,"3,218",20,"7,857",20,"8,437","8,437"
22/02/2025 16:09:04,"3,227",20,"7,477",20,"7,926","7,926"
22/02/2025 16:09:05,"3,236",20,"8,102",20,"7,539","7,539"
22/02/2025 16:09:06,"3,247",20,"9,298",20,"7,3","7,3"
22/02/2025 16:09:07,"3,257",20,"13,854",20,"7,044","7,044"
22/02/2025 16:09:08,"3,262",20,"5,327",20,"6,627","6,627"
22/02/2025 16:09:09,"3,261",20,"5,19",20,"5,991","5,991"
22/02/2025 16:09:10,"3,258",20,"3,349",20,"5,377","5,377"
22/02/2025 16:09:11,"3,255",20,"3,32",20,"4,833","4,833"
22/02/2025 16:09:12,"3,251",20,"4,499",20,"4,383","4,383"
22/02/2025 16:09:13,"3,249",20,"6,621",20,"4,064","4,064"
22/02/2025 16:09:14,"3,246",20,"5,327",20,"3,761","3,761"
22/02/2025 16:09:15,"3,243",20,"4,601",20,"3,532","3,532"
22/02/2025 16:09:16,"3,24",20,"4,751",20,"3,324","3,324"
22/02/2025 16:09:17,"3,237",20,"4,633",20,"3,16","3,16"
22/02/2025 16:09:18,"3,234",20,"3,331",20,"3,027","3,027"
22/02/2025 16:09:19,"3,231",20,"4,419",20,"2,904","2,904"
22/02/2025 16:09:20,"3,229",20,"5,743",20,"2,863","2,863"
22/02/2025 16:09:21,"3,227",20,"4,587",20,"2,805","2,805"
22/02/2025 16:09:22,"3,224",20,"3,742",20,"2,743","2,743"
22/02/2025 16:09:23,"3,221",20,"3,733",20,"2,666","2,666"
22/02/2025 16:09:24,"3,217",20,"3,409",20,"2,603","2,603"
22/02/2025 16:09:25,"3,217",20,"5,721",20,"2,694","2,694"
22/02/2025 16:09:26,"3,214",20,"5,373",20,"2,627","2,627"
22/02/2025 16:09:27,"3,214",20,"4,473",20,"2,752","2,752"
22/02/2025 16:09:28,"3,211",20,"3,235",20,"2,661","2,661"
22/02/2025 16:09:29,"3,208",20,"4,96",20,"2,608","2,608"
22/02/2025 16:09:30,"3,206",20,"4,689",20,"2,608","2,608"
22/02/2025 16:09:31,"3,202",20,"4,747",20,"2,541","2,541"
22/02/2025 16:09:32,"3,199",20,"3,465",20,"2,511","2,511"
22/02/2025 16:09:33,"3,196",20,"5,085",20,"2,506","2,506"
22/02/2025 16:09:34,"3,195",20,"5,201",20,"2,554","2,554"
22/02/2025 16:09:35,"3,194",30,"3,181",25,"2,607","2,607"
22/02/2025 16:09:36,"3,193",20,"5,24",20,"2,692","2,692"
22/02/2025 16:09:37,"3,19",20,"8,12",20,"2,612","2,612"
22/02/2025 16:09:38,"3,187",20,"4,868",20,"2,581","2,581"
22/02/2025 16:09:39,"3,185",20,"5,622",20,"2,596","2,596"
22/02/2025 16:09:40,"3,182",20,"5,379",20,"2,558","2,558"
22/02/2025 16:09:41,"3,183",20,"9,03",20,"2,732","2,732"
22/02/2025 16:09:43,"3,185",20,"4,825",20,"2,93","2,93"
22/02/2025 16:09:44,"3,189",20,"3,899",20,"3,198","3,198"
22/02/2025 16:09:45,"3,193",20,"4,85",20,"3,383","3,383"
22/02/2025 16:09:46,"3,196",20,"4,075",20,"3,502","3,502"
22/02/2025 16:09:47,"3,199",20,"7,039",20,"3,594","3,594"
22/02/2025 16:09:48,"3,202",20,"3,542",20,"3,674","3,674"
22/02/2025 16:09:49,"3,203",20,"8,349",20,"3,629","3,629"
22/02/2025 16:09:50,"3,203",20,"7,426",20,"3,584","3,584"
22/02/2025 16:09:51,"3,203",20,"4,39",20,"3,519","3,519"
22/02/2025 16:09:52,"3,203",20,"5,122",20,"3,474","3,474"
22/02/2025 16:09:53,"3,204",20,"6,072",20,"3,489","3,489"
22/02/2025 16:09:54,"3,206",20,"4,935",20,"3,512","3,512"
22/02/2025 16:09:55,"3,207",20,"5,079",20,"3,534","3,534"
22/02/2025 16:09:56,"3,208",20,"5,773",20,"3,511","3,511"
22/02/2025 16:09:57,"3,208",20,"5,559",20,"3,464","3,464"
22/02/2025 16:09:58,"3,207",20,"6,256",20,"3,393","3,393"
22/02/2025 16:09:59,"3,208",20,"4,411",20,"3,4","3,4"
22/02/2025 16:10:00,"3,212",20,"7,206",20,"3,547","3,547"
22/02/2025 16:10:01,"3,213",20,"6,468",20,"3,569","3,569"
22/02/2025 16:10:02,"3,216",20,"8,598",20,"3,666","3,666"
22/02/2025 16:10:03,"3,228",20,"12,027",20,"4,157","4,157"
22/02/2025 16:10:04,"3,249",20,"10,096",20,"5,037","5,037"
22/02/2025 16:10:05,"3,264",20,"10,457",20,"5,474","5,474"
22/02/2025 16:10:06,"3,292",20,"15,612",20,"6,493","6,493"
22/02/2025 16:10:07,"3,313",20,"12,114",20,"6,912","6,912"
22/02/2025 16:10:08,"3,343",20,"14,17",20,"7,799","7,799"
22/02/2025 16:10:09,"3,366",20,"20,384",20,"8,164","8,164"
22/02/2025 16:10:10,"3,389",20,"10,692",20,"8,428","8,428"
22/02/2025 16:10:11,"3,422",20,"16,192",20,"9,199","9,199"
22/02/2025 16:10:12,"3,443",20,"14,075",20,"9,156","9,156"
22/02/2025 16:10:13,"3,48",20,"16,289",20,"9,98","9,98"
22/02/2025 16:10:14,"3,514",20,"15,808",20,"10,438","10,438"
22/02/2025 16:10:15,"3,553",20,"16,111",20,"11,141","11,141"
22/02/2025 16:10:16,"3,576",20,"11,761",20,"10,883","10,883"
22/02/2025 16:10:17,"3,6",20,"14,935",20,"10,743","10,743"
22/02/2025 16:10:18,"3,647",20,"18,715",20,"11,767","11,767"
22/02/2025 16:10:19,"3,695",20,"14,455",20,"12,632","12,632"
22/02/2025 16:10:20,"3,742",15,"16,366",15,"13,286","13,286"
22/02/2025 16:10:21,"3,785",20,"18,847",20,"13,552","13,552"
22/02/2025 16:10:22,"3,825",20,"14,891",20,"13,745","13,745"
22/02/2025 16:10:23,"3,857",20,"7,017",20,"13,461","13,461"
22/02/2025 16:10:25,"3,872",20,"6,825",20,"12,461","12,461"
22/02/2025 16:10:26,"3,89",20,"13,613",20,"11,737","11,737"
22/02/2025 16:10:27,"3,906",20,"5,31",20,"11,074","11,074"
22/02/2025 16:10:28,"3,922",20,"8,656",20,"10,532","10,532"
22/02/2025 16:10:29,"3,936",20,"15,573",20,"10,046","10,046"
22/02/2025 16:10:30,"3,952",20,"9,438",20,"9,66","9,66"
22/02/2025 16:10:31,"3,977",20,"12,217",20,"9,872","9,872"
22/02/2025 16:10:32,"4,017",20,"10,256",20,"10,791","10,791"
22/02/2025 16:10:33,"4,044",20,"3,82",20,"10,815","10,815"
22/02/2025 16:10:34,"4,038",20,"2,862",20,"9,312","9,312"
22/02/2025 16:10:35,"4,033",20,"2,355",20,"8,08","8,08"
22/02/2025 16:10:36,"4,032",20,"10,317",20,"7,353","7,353"
22/02/2025 16:10:37,"4,068",20,"13,037",20,"8,508","8,508"
22/02/2025 16:10:38,"4,514",20,"8,653",20,"10,398","10,398"
22/02/2025 16:10:39,"4,14",20,"11,48",20,"10,256","10,256"
22/02/2025 16:10:40,"4,173",20,"6,323",20,"10,726","10,726"
22/02/2025 16:10:41,"4,207",20,"14,019",20,"11,231","11,231"
22/02/2025 16:10:42,"4,243",20,"9,534",20,"11,681","11,681"
22/02/2025 16:10:43,"4,281",20,"17,71",20,"12,177","12,177"
22/02/2025 16:10:44,"4,317",20,"9,31",20,"12,497","12,497"
22/02/2025 16:10:45,"4,358",20,"15,168",20,"12,988","12,988"
22/02/2025 16:10:46,"4,399",20,"15,361",20,"13,428","13,428"
22/02/2025 16:10:47,"4,411",20,"9,601",20,"12,346","12,346"
22/02/2025 16:10:48,"4,418",20,"6,772",20,"11,244","11,244"
22/02/2025 16:10:49,"4,435",20,"7,186",20,"10,887","10,887"
22/02/2025 16:10:50,"4,462",20,"13,957",20,"11,012","11,012"
22/02/2025 16:10:51,"4,492",20,"14,74",20,"11,276","11,276"
22/02/2025 16:10:53,"4,525",20,"16,989",20,"11,657","11,657"
22/02/2025 16:10:54,"4,557",20,"13,671",20,"11,922","11,922"
22/02/2025 16:10:55,"4,591",20,"14,532",20,"12,262","12,262"
22/02/2025 16:10:56,"4,626",20,"16,963",20,"12,567","12,567"
22/02/2025 16:10:57,"4,654",20,"16,095",20,"12,47","12,47"
22/02/2025 16:10:58,"4,69",30,"15,906",25,"12,88","12,88"
22/02/2025 16:10:59,"5,204",20,"14,833",20,"14,613","14,613"
22/02/2025 16:11:00,"4,767",20,"16,789",20,"13,479","13,479"
22/02/2025 16:11:01,"4,802",20,"12,18",20,"13,622","13,622"
22/02/2025 16:11:02,"4,839",20,"15,017",20,"13,85","13,85"
22/02/2025 16:11:03,"4,876",20,"15,237",20,"14,002","14,002"
22/02/2025 16:11:04,"4,914",20,"18,554",20,"14,154","14,154"
22/02/2025 16:11:05,"4,949",20,"19,824",20,"14,233","14,233"
22/02/2025 16:11:06,"4,983",20,"12,305",20,"14,217","14,217"
22/02/2025 16:11:07,"5,521",20,"12,942",20,"15,678","15,678"
22/02/2025 16:11:08,"5,054",20,"19,734",20,"14,294","14,294"
22/02/2025 16:11:09,"5,094",20,"19,827",20,"14,578","14,578"
22/02/2025 16:11:10,"5,135",20,"18,299",20,"14,824","14,824"
22/02/2025 16:11:11,"5,178",20,"16,778",20,"15,159","15,159"
22/02/2025 16:11:12,"5,225",20,"20,666",20,"15,6","15,6"
22/02/2025 16:11:13,"5,27",20,"18,658",20,"15,941","15,941"
22/02/2025 16:11:14,"5,316",20,"16,639",20,"16,219","16,219"
22/02/2025 16:11:15,"5,359",20,"16,572",20,"16,288","16,288"
22/02/2025 16:11:16,"5,404",20,"19,164",20,"16,496","16,496"
22/02/2025 16:11:17,"5,449",20,"18,303",20,"16,642","16,642"
22/02/2025 16:11:18,"5,493",20,"17,472",20,"16,775","16,775"
22/02/2025 16:11:19,"5,539",20,"19,132",20,"16,942","16,942"
22/02/2025 16:11:21,"5,583",20,"21,44",20,"17,028","17,028"
22/02/2025 16:11:22,"5,629",20,"16,882",20,"17,149","17,149"
22/02/2025 16:11:23,"5,673",20,"19,802",20,"17,214","17,214"
22/02/2025 16:11:24,"5,717",20,"20,777",20,"17,233","17,233"
22/02/2025 16:11:25,"5,76",20,"17,004",20,"17,26","17,26"
22/02/2025 16:11:26,"5,802",20,"17,464",20,"17,146","17,146"
22/02/2025 16:11:27,"5,845",20,"14,34",20,"17,15","17,15"
22/02/2025 16:11:28,"5,884",20,"14,034",20,"16,995","16,995"
22/02/2025 16:11:29,"6,513",20,"13,888",20,"18,476","18,476"
22/02/2025 16:11:30,"5,958",20,"18,444",20,"16,592","16,592"
22/02/2025 16:11:31,"5,994",20,"19,847",20,"16,404","16,404"
22/02/2025 16:11:32,"6,028",20,"15,765",20,"16,18","16,18"
22/02/2025 16:11:33,"6,063",20,"16,515",20,"16,039","16,039"
22/02/2025 16:11:34,"6,099",20,"17,697",20,"15,942","15,942"
22/02/2025 16:11:35,"6,134",20,"16,362",20,"15,845","15,845"
22/02/2025 16:11:36,"6,169",20,"19,62",20,"15,804","15,804"
22/02/2025 16:11:37,"6,205",20,"20,314",20,"15,818","15,818"
22/02/2025 16:11:38,"6,24",20,"18,272",20,"15,774","15,774"
22/02/2025 16:11:39,"6,278",20,"21,374",20,"15,865","15,865"
22/02/2025 16:11:40,"6,316",20,"19,985",20,"16,003","16,003"
22/02/2025 16:11:41,"6,356",20,"13,601",20,"16,187","16,187"
22/02/2025 16:11:42,"6,396",20,"21,488",20,"16,357","16,357"
22/02/2025 16:11:43,"6,433",20,"17,463",20,"16,322","16,322"
22/02/2025 16:11:44,"6,469",20,"13,438",20,"16,29","16,29"
22/02/2025 16:11:45,"6,506",20,"17,729",20,"16,292","16,292"
22/02/2025 16:11:46,"6,542",20,"15,112",20,"16,247","16,247"
22/02/2025 16:11:47,"6,578",20,"17,886",20,"16,241","16,241"
22/02/2025 16:11:48,"6,614",20,"20,744",20,"16,227","16,227"
22/02/2025 16:11:49,"6,649",20,"15,375",20,"16,173","16,173"
22/02/2025 16:11:51,"6,686",20,"15,025",20,"16,221","16,221"
22/02/2025 16:11:52,"6,722",20,"20,126",20,"16,259","16,259"
22/02/2025 16:11:53,"6,758",20,"20,573",20,"16,241","16,241"
22/02/2025 16:11:54,"6,795",20,"21,487",20,"16,332","16,332"
22/02/2025 16:11:55,"6,833",20,"20,301",20,"16,474","16,474"
22/02/2025 16:11:56,"6,871",20,"20,437",20,"16,536","16,536"
22/02/2025 16:11:57,"6,905",20,"17,168",20,"16,458","16,458"
22/02/2025 16:11:58,"6,936",20,"15,818",20,"16,199","16,199"
22/02/2025 16:11:59,"6,966",20,"17,534",20,"15,986","15,986"
22/02/2025 16:12:00,"6,997",20,"17,163",20,"15,85","15,85"
22/02/2025 16:12:01,"7,028",20,"14,15",20,"15,712","15,712"
22/02/2025 16:12:02,"7,059",20,"17,837",20,"15,625","15,625"
22/02/2025 16:12:03,"7,09",20,"20,966",20,"15,592","15,592"
22/02/2025 16:12:04,"7,121",20,"18,805",20,"15,557","15,557"
22/02/2025 16:12:05,"7,154",20,"11,948",20,"15,621","15,621"
22/02/2025 16:12:06,"7,906",20,"18,062",20,"17,293","17,293"
22/02/2025 16:12:07,"7,221",20,"15,637",20,"15,819","15,819"
22/02/2025 16:12:08,"7,259",20,"12,128",20,"16,099","16,099"
22/02/2025 16:12:09,"7,293",20,"12,41",20,"16,141","16,141"
22/02/2025 16:12:10,"7,325",20,"11,577",20,"16,105","16,105"
22/02/2025 16:12:11,"7,359",20,"16,551",20,"16,158","16,158"
22/02/2025 16:12:12,"7,392",20,"19,402",20,"16,165","16,165"
22/02/2025 16:12:13,"7,425",20,"19,414",20,"16,163","16,163"
22/02/2025 16:12:14,"7,458",20,"18,448",20,"16,199","16,199"
22/02/2025 16:12:15,"7,49",20,"19,566",20,"16,136","16,136"
22/02/2025 16:12:16,"7,524",20,"12,846",20,"16,231","16,231"
22/02/2025 16:12:17,"7,56",20,"19,656",20,"16,383","16,383"
22/02/2025 16:12:18,"7,593",20,"19,153",20,"16,412","16,412"
22/02/2025 16:12:19,"7,625",20,"9,107",20,"16,35","16,35"
22/02/2025 16:12:21,"7,657",20,"19,4",20,"16,308","16,308"
22/02/2025 16:12:22,"7,688",20,"18,326",20,"16,261","16,261"
22/02/2025 16:12:23,"7,722",20,"18,949",20,"16,364","16,364"
22/02/2025 16:12:24,"7,755",20,"17,099",20,"16,381","16,381"
22/02/2025 16:12:25,"7,786",20,"11,917",20,"16,282","16,282"
22/02/2025 16:12:26,"7,815",20,"10,721",20,"16,19","16,19"
22/02/2025 16:12:27,"7,848",20,"21,989",20,"16,257","16,257"
22/02/2025 16:12:28,"7,881",20,"12,198",20,"16,377","16,377"
22/02/2025 16:12:29,"7,915",20,"17,104",20,"16,46","16,46"
22/02/2025 16:12:30,"7,945",20,"19,761",20,"16,374","16,374"
22/02/2025 16:12:31,"7,973",20,"10,941",20,"16,178","16,178"
22/02/2025 16:12:32,"8,005",20,"11,934",20,"16,281","16,281"
22/02/2025 16:12:33,"8,037",20,"17,884",20,"16,354","16,354"
22/02/2025 16:12:34,"8,07",20,"16,861",20,"16,454","16,454"
22/02/2025 16:12:35,"8,103",20,"11,693",20,"16,546","16,546"
22/02/2025 16:12:36,"8,134",20,"14,609",20,"16,542","16,542"
22/02/2025 16:12:37,"8,164",20,"15,409",20,"16,455","16,455"
22/02/2025 16:12:38,"8,194",20,"14,888",20,"16,374","16,374"
22/02/2025 16:12:39,"8,223",20,"19,524",20,"16,275","16,275"
22/02/2025 16:12:40,"8,253",20,"21,299",20,"16,244","16,244"
22/02/2025 16:12:41,"8,282",20,"21,891",20,"16,199","16,199"
22/02/2025 16:12:42,"8,309",20,"13,696",20,"16,134","16,134"
22/02/2025 16:12:43,"8,338",20,"15,145",20,"16,108","16,108"
22/02/2025 16:12:44,"8,366",20,"21,139",20,"16,051","16,051"
22/02/2025 16:12:45,"8,392",20,"13,358",20,"15,914","15,914"
22/02/2025 16:12:46,"8,419",20,"16,544",20,"15,861","15,861"
22/02/2025 16:12:47,"8,445",20,"16,906",20,"15,776","15,776"
22/02/2025 16:12:48,"9,32",20,"18,251",20,"17,347","17,347"
22/02/2025 16:12:49,"8,5",20,"17,601",20,"15,762","15,762"
22/02/2025 16:12:50,"8,527",20,"19,211",20,"15,743","15,743"
22/02/2025 16:12:52,"8,552",20,"14,756",20,"15,608","15,608"
22/02/2025 16:12:53,"8,577",20,"17,347",20,"15,584","15,584"
22/02/2025 16:12:54,"8,602",20,"16,635",20,"15,543","15,543"
22/02/2025 16:12:55,"8,628",20,"16,493",20,"15,531","15,531"
22/02/2025 16:12:56,"8,654",20,"17,137",20,"15,536","15,536"
22/02/2025 16:12:57,"8,68",20,"19,536",20,"15,584","15,584"
22/02/2025 16:12:58,"8,707",20,"18,13",20,"15,633","15,633"
22/02/2025 16:12:59,"8,734",20,"16,503",20,"15,681","15,681"
22/02/2025 16:13:00,"8,759",20,"16,431",20,"15,602","15,602"
22/02/2025 16:13:01,"8,786",20,"10,892",20,"15,667","15,667"
22/02/2025 16:13:02,"8,812",20,"21,088",20,"15,713","15,713"
22/02/2025 16:13:03,"8,839",20,"14,224",20,"15,791","15,791"
22/02/2025 16:13:04,"8,866",20,"11,736",20,"15,854","15,854"
22/02/2025 16:13:05,"8,892",20,"17,378",20,"15,836","15,836"
22/02/2025 16:13:06,"8,917",20,"18,564",20,"15,802","15,802"
22/02/2025 16:13:07,"8,94",20,"14,984",20,"15,625","15,625"
22/02/2025 16:13:08,"8,962",20,"14,249",20,"15,463","15,463"
22/02/2025 16:13:09,"8,983",20,"14,983",20,"15,332","15,332"
22/02/2025 16:13:10,"9,006",20,"16,026",20,"15,257","15,257"
22/02/2025 16:13:11,"9,028",20,"17,983",20,"15,151","15,151"
22/02/2025 16:13:12,"9,05",20,"21,537",20,"15,09","15,09"
22/02/2025 16:13:13,"9,073",20,"17,363",20,"15,149","15,149"
22/02/2025 16:13:14,"9,098",20,"12,429",20,"15,302","15,302"
22/02/2025 16:13:15,"9,125",20,"17,421",20,"15,507","15,507"
22/02/2025 16:13:16,"9,151",20,"17,547",20,"15,576","15,576"
22/02/2025 16:13:17,"9,177",20,"15,072",20,"15,698","15,698"
22/02/2025 16:13:18,"9,209",20,"13,917",20,"16,071","16,071"
22/02/2025 16:13:19,"9,239",20,"22,51",20,"16,272","16,272"
22/02/2025 16:13:20,"9,266",20,"17,959",20,"16,295","16,295"
22/02/2025 16:13:21,"9,296",20,"15,741",20,"16,469","16,469"
22/02/2025 16:13:23,"9,324",20,"19,76",20,"16,498","16,498"
22/02/2025 16:13:24,"9,353",20,"15,293",20,"16,628","16,628"
22/02/2025 16:13:25,"9,377",20,"17,099",20,"16,478","16,478"
22/02/2025 16:13:26,"9,404",20,"14,683",20,"16,485","16,485"
22/02/2025 16:13:27,"9,429",20,"17,078",20,"16,407","16,407"
22/02/2025 16:13:28,"9,454",20,"18,522",20,"16,355","16,355"
22/02/2025 16:13:29,"9,482",20,"17,658",20,"16,432","16,432"
22/02/2025 16:13:30,"9,509",20,"17,166",20,"16,498","16,498"
22/02/2025 16:13:31,"10,493",20,"22,438",20,"18,29","18,29"
22/02/2025 16:13:32,"9,568",20,"15,557",20,"16,725","16,725"
22/02/2025 16:13:33,"9,597",20,"18,655",20,"16,837","16,837"
22/02/2025 16:13:34,"9,626",20,"12,856",20,"16,935","16,935"
22/02/2025 16:13:35,"9,654",20,"17,83",20,"16,976","16,976"
22/02/2025 16:13:36,"9,683",20,"18,164",20,"17,047","17,047"
22/02/2025 16:13:37,"9,71",20,"22,349",20,"17,05","17,05"
22/02/2025 16:13:38,"9,739",20,"19,173",20,"17,11","17,11"
22/02/2025 16:13:39,"9,768",20,"22,534",20,"17,188","17,188"
22/02/2025 16:13:40,"9,796",20,"15,868",20,"17,161","17,161"
22/02/2025 16:13:41,"9,825",20,"20,253",20,"17,207","17,207"
22/02/2025 16:13:42,"9,854",20,"12,32",20,"17,256","17,256"
22/02/2025 16:13:43,"9,881",20,"16,02",20,"17,265","17,265"
22/02/2025 16:13:44,"9,909",20,"16,364",20,"17,29","17,29"
22/02/2025 16:13:45,"9,936",20,"19,831",20,"17,236","17,236"
22/02/2025 16:13:46,"9,962",20,"17,392",20,"17,218","17,218"
22/02/2025 16:13:47,"9,987",20,"20,035",20,"17,099","17,099"
22/02/2025 16:13:48,"10,008",20,"10,296",20,"16,815","16,815"
22/02/2025 16:13:49,"10,031",20,"14,988",20,"16,684","16,684"
22/02/2025 16:13:51,"10,054",20,"15,179",20,"16,57","16,57"
22/02/2025 16:13:52,"10,077",20,"19,562",20,"16,488","16,488"
22/02/2025 16:13:53,"10,103",20,"20,829",20,"16,57","16,57"
22/02/2025 16:13:54,"10,129",20,"22,333",20,"16,67","16,67"
22/02/2025 16:13:55,"10,153",20,"20,922",20,"16,654","16,654"
22/02/2025 16:13:56,"10,176",20,"21,114",20,"16,609","16,609"
22/02/2025 16:13:57,"10,2",20,"18,914",20,"16,622","16,622"
22/02/2025 16:13:58,"10,222",20,"21,719",20,"16,542","16,542"
22/02/2025 16:13:59,"10,247",20,"19,709",20,"16,559","16,559"
22/02/2025 16:14:00,"11,297",20,"15,545",20,"18,177","18,177"
22/02/2025 16:14:01,"10,292",20,"18,078",20,"16,454","16,454"
